published_at,description
2017-02-07,"후쿠오카 여행 ep03│유후인 온천 찾기의 일본 여행 에피소드 3편!
하카타역에서 유후인으로 이동!
유후인을 이리저리 돌아다니다가 온천을 겨우 찾았네요 ㅜㅜ
다음번에는 온천까지 정해놓고 찾아가려구요..... 흑흑
오늘의 이동 경로는 하카타역 버스터미널에서 유후인까지였습니다. 다음 영상은 텐진호르몬 먹방과  라이브스트리밍! 그리고 다자이후에 가는 모습을 업로드할게요!"
2017-02-08,"데드리프트 훈련 영상(deadlifts training)3대 운동중의 하나인 데드리프트 짧은 훈련 영상입니다!
후쿠오카 에피소드가 진행중이라... 일상 영상 편집 시간이 너무 부족하여... 당분간은 운동영상은 이렇게 짧고 간결하게 편집해서 올릴게요!
오늘 하루도 모두 화이팅하시고 훈련 빼먹지 마세요! ㅎㅎㅎ"
2017-02-09,"후쿠오카 여행 ep04 │텐진호르몬, 돈키호테, 먹방후쿠오카 에피소드 4편입니다! 
후쿠오카 여행 중 텐진 호르몬과 나카스강 근처 돈키호테를 방문했어요
재밌게 봐주세요 ㅎㅎㅎ
오늘 하루도 모두 수고하셨어요!!!"
2017-02-11,"후쿠오카 여행 ep05│다자이후, 후쿠오카 타워, 100엔 스시후쿠오카(fukuoka) 여행 에피소드 5입니다! 이제 마지막 한 편 남았네요.....
여행 에피소드가 일반 브이로그ing영상보다 훨씬 편집시간이 오래걸리긴 하지만 편집하면서 여행했던 때를 뒤돌아볼 수 있어서 아주 좋네요 ㅎㅎ
앞으로도 여행 많이 다녀봐야 겠어요

이번 영상에서는 다자이후와 후쿠오카 타워 그리고 모모치 해변을 다녀왔습니다. 맛집으로는 100엔 스시로 유명한 하카타역 요시바라를 다녀왔구요! 하카타역 근처에서 머무시는 분들은 한번 가보시는 걸 추천드려요! ㅎㅎㅎ
 - "
2017-02-11,"3대운동 스트렝스 훈련│겨울방학 ep153대운동 스트렝스 훈련에 대한 영상입니다!
데드리프트, 벤치프레스, 스쿼트 그리고 오버헤드 프레스(ohp or 밀리터리프레스)까지 함께 진행했구요. 저는 보통 5회 이하에서 훈련을 진행합니다!(스트렝스 강화가 주목적입니다)
현재 3대중량은 벤치 110, 스쿼트 160, 데드리프트 200 총 470kg입니다!

 - "
2017-02-12,"맨몸운동 이렇게 한번 해보자(홈트 영상)맨몸운동, 홈트레이닝 루틴입니다!
스트렝스 훈련으로 굳어질 수 있는 몸에 맨몸 훈련은 아주 좋습니다!
그리고 맨몸운동이라는 게 따로 정확한 루틴이 있는 게 아니라,
하는 사람에 따라 아주 많이 달라질 수 있기 때문에 
커다란 틀만 가져다 쓰셔도 될 것 같아요 ㅎㅎㅎ
특히 요즘 홈트, 맨몸운동이 대세라 자신만의 몇가지 루틴을 가지고 있으면 좋을 것 같네요!
항상 부상조심하시고 화이팅입니다!!"
2017-02-13,"후쿠오카 여행 ep06 │호텔 체크아웃, 장어덮밥(吉塚うなぎ屋本店) 먹방후쿠오카 브이로그(fukuoka 브이로그)이번 편이 마지막이 될 줄 알았는데.... 생각보다 영상이 길어져서 다시 컷트를 했습니다 ㅜㅜ 죄송해요 ㅎㅎ
이번 영상은 거의 제 독백으로 이루어졌고, 그 외에는 뭐... 장어덮밥 (요시즈카 우나기야) 먹방이 있겠죠?!  즐겁게 편안한 마음으로 봐주셨으면 좋겠습니다! ㅎㅎ 
좋아요 & 구독 부탁드려요 ^^

 - (여행 브이로그 편)"
2017-02-16,"근육은 어떻게 성장할까? │한글 자막번역/자막 by (kw lee)
아주 기본적인 근육성장 과정에 관한 영상입니다!
이미 자막이 돌아다닐 수도 있지만, 혹시라도 아직 보지 못한 분들을 위해 번역작업을 해봤어요."
2017-02-16,"등운동 루틴, 유산소 │겨울방학ep17등운동 루틴을 짧게 정리해봤어요
운동하실 때 참고하시면 좋을 것 같습니다 ㅎㅎ
그리고 유도대회가 얼마 안 남아서 유산소를 조금 많이 했어요ㅜㅜ
얼른 대회 마치고 근력 운동 위주로 다시 돌아가고 싶네요 ㅋㅋ
오늘도 화이팅하시구요!"
2017-02-17,"후쿠오카 여행 ep 마지막 │오호리 공원, 스타벅스, 여행브이로그후쿠오카 여행의 마지막 브이로그 영상이네요
3박 4일의 짧은 기간이었지만, 영상으로 남겨
하나하나 곱씹어보니 꽤나 풍성했던 여행이었어요
학기 중에도 생각나면 다시 돌려보곤 해야죠 ㅎㅎ
이제 곧 날씨가 따뜻해집니다! 그날을 위해 운동 더 열심히 화이팅!!"
2017-02-18,"하체 운동 루틴(근비대, 자극 훈련, 닭가슴살 요리) │겨울방학 ep18간단하지만 강력한 하체 루틴을 진행해봤어요
아직 근비대, 자극 훈련 루틴에 적응이 안돼서
예열 단계라 생각하고 천천히 자세를 몸에 익히는 중입니다
자세가 서툴러도 넓은 마음으로 이해해주시기를 바랍니다... ㅎㅎ
닭가슴살 먹는 꿀팁도 함께 담았으니 즐겁게 봐주시기를!!

 - (kw lee)"
2017-02-21,"3대운동, 가슴 루틴 │겨울방학ep19가슴운동 루틴이에요 ㅎㅎㅎ
벤치프레스는 3대 운동중 가장 비중이 작은(?!) 운동이지만
가장 사랑받는 운동이죠? ㅋㅋ
항상 부상 조심하시고 화이팅 하시길 바랍니다!

 - 
(좋아요 & 구독 꼭한번 눌러주세요! ㅎㅎ)"
2017-02-23,"턱걸이만으로 등운동을(홈트)턱걸이 100개 도전 영상입니다 ㅎㅎ
맨몸운동 깡패라 불리는 턱걸이!
여러분도 도전해보세요 !!
1~2주에 한번쯤 이렇게 홈트레이닝 하는 것도 좋아요!"
2017-02-26," 유도대회 -73kg 출전 영상(서울시 유도대회)이번에 -73kg로 서울시 삼일절 유도대회에 참가하였습니다! (유도영상 포함)
제가 대회경험이 별로 없어서 2017년은 웬만하면 대부분의 대회에 참여하려고 합니다 ㅎㅎ
결과는 영상으로 편하게 즐겨주시면 좋을 것 같아요!"
2017-02-27,"초간단 어깨 운동 루틴(어깨 만들기)아주 간단한 어깨 운동 루틴입니다!
어깨 운동은 밀리터리 프레스로 아주 크게 운동할 수도 있지만 영상에서처럼 자극 위주의 운동도 가능합니다!
어깨는 항상 가장 다치기 쉬워서... 아무리 가벼운 무게이더라도 끝까지 엄청난 집중력을 발휘하는 게 중요하구요!
항상 부상 조심하시길 바라고, 득근하세요!"
2017-03-03," 썸머슈레딩 에피소드 오프닝(summer shredding episode)오프닝 영상입니다!
여름 대비 몸짱 프로젝트 라고 생각하시면 됩니다 ㅎㅎ
모두 올 여름은 몸 근사하게 만들어 보자구요!
 - "
2017-03-04,"4학년 1학기 시작, 브이로그│가슴운동│썸머슈레딩 ep01썸머슈레딩 에피소드가 시작되었습니다.
오늘은 가슴운동을 진행했고, 유산소는 35분 런닝머신에서 걸었어요 ㅎㅎ
식단은 아주 철저하게 관리하지는 않을 예정이에요. 다만 유산소 운동을 조금 더 확보해서 칼로리 소모에 신경을 많이 쓸 예정입니다!
모두 저와 함께 7월, 8월을 위하여 몸 한번 제대로 만들어보자구요! ㅎㅎ 
 - "
2017-03-07,"간단한 등 운동 루틴│구독자 식사&선물!│썸머슈레딩 ep02시간 부족할 때 간단하게 할 수 있는 등운동 루틴입니다!
루마니안 데드리프트를 시작으로, 랫풀다운, 케이블시티드로우, 암풀다운 그리고 마지막으로 로프운동을 해봤습니다 ㅎㅎ
영상 마지막 부분은 한 구독자님과의 식사! 장면을 담았어요

즐겁게 시청해주시고,  좋아요& 구독 부탁해요! ㅎㅎ

 - "
2017-03-09," 댓글 읽기│스쿼트 영상, 대학생활브이로그│썸머슈레딩 ep03처음으로!  댓글 읽기를 해봤는데요, 
시간이 워낙 많이 걸려서.... 절반 정도 읽고 절반은 편집과정에서 
삭제해버렸습니다 ㅜㅜ 최근에 댓글 달아주신 분들 다음에 
또 함께 댓글 나눌 수 있을 거예요!

운동은 하체와 어깨로 나누어서 진행했고,
하체 운동은 3대 운동 중 하나인 스쿼트만을 진행했고
어깨 운동은 밀리터리 프레스와 래터럴레이즈 운동을 진행했습니다.

썸머슈레딩 1주차 인데, 아직 체중변화가 미미 하네요... ㅎㅎㅎ
다음주는 되어야 1~2kg 빠질 것 같아요. 천천히 과정 지켜봐주시기를...!!

 - "
2017-03-11,"대학교 개강총회│가슴운동(벤치프레스)│썸머슈레딩 ep04개강총회가 있었습니다! 꽤많은 유도부원들이 참여했고, 끝나고는 회식 장소로 이동했습니다 ㅎㅎ

가슴운동은 인클라인 벤치로 시작해서 3대 운동 중 하나인  벤치프레스, 딥스, 케이블 플라이, 버터플라이머신 을 진행했습니다.

주말 모두 즐겁게 보내시고, 운동도 하루 꼭! 하시기를 바래요 ㅎㅎ"
2017-03-14,"운동할 때 술│데드리프트 볼륨이란?│썸머슈레딩 ep05데드리프트 볼륨 4910kg....!
턱걸이로 인해 등이 회복이 안돼서 
등운동하는날 데드리프트만 진행했습니다!
총 볼륨은 4910kg!
운동 볼륨 계산은 무게 x 횟수 x 세트 의 값으로
영상에서의 데드리프트 볼륨은
50kg x 3 x1
90kg x 2 x 1
130kg x 1 x 1
150kg x 1 x 1
170kg x 1 x 1
180kg x 1 x 1
130kg x (5+4+3+2+1)
100kg x 10 x 2
total : 4910kg 였습니다 ㅎㅎ"
2017-03-16,"책책책 책을 읽읍시다│가슴운동│썸머슈레딩 ep06처음?! 시도하는 북하울 이네요 ㅎㅎㅎ
책 이벤트를 하길래 저렴하게 6권의 책을 구입했습니다!
3월 여유 있을 때 최대한 많이 읽어 놓으려구요ㅎㅎ
여러분들도 운동 외의 다른 것들에서도 행복을 찾기를 바라며!
독서는 정말 중요한 듯 합니다!

 - (k w lee)"
2017-03-18,영화 보러 가기전 잡담(q&a)실시간 스트리밍
2017-03-18,"하체 운동은 힘들어│스쿼트, 대학생활│썸머슈레딩 ep07하체운동, 스쿼트, 프레스
썸머슈레딩

3대운동"
2017-03-19," 맨몸운동 루틴│밴드 운동(홈트)맨몸운동 루틴(홈트 루틴)입니다!
밴드를 이용해봤고
강도가 센 밴드로 4x15
조금 약한 밴드로 4x18
진행한 후에 마무리로 맨몸 푸쉬업 30회 진행했습니다!
웨이트 운동을 진행하시더라도 
일주일에 한 번 정도 맨몸운동을 하는 것이
신체 밸런스를 위해서도 매우 좋으니, 꼭! 넣어서 
진행해보세요 ㅎㅎ

 - (구독 부탁드려요!)"
2017-03-21,"취준생,  인바디 취업을 노린다취준생의 삶이란?! 
계속 취업 준비를 해야죠.. ㅎㅎ 이것저것 정보를 찾으며 돌아다녀야지요... (시야를 넓히는 게 중요한 것 같아요!)
그래도 운동은 스킵하지 않습니다! 운동도 열심히 하며
공부도 열심히...!!! 
여러분들도 하루하루 원하는 것을 아주 즐겁게 하시기를 바래요!
즐기는 게 답인 것 같네요.... ㅎㅎ(너무나도 빡빡한 세상에서... 즐기지 않고서는 하루하루가 고될 것 같거든요..)"
2017-03-24,"운동 꿀팁 대방출!│여성 게스트│썸머슈레딩 ep09오늘 영상은 여러 팁들을 가득 담아봤어요.
물론... 사람마다 운동하는 스타일이 달라서 제 방식을
별로라고 생각하거나, 싫어하기까지 하는 분들도 계시겠지만...
초보자분들에게는 큰 도움이 될 것 같아서! 
영상 업로드 합니다 ㅎㅎ
레그프레스, 핵스쿼트, 어깨운동, 래터럴레이즈, 데드리프트에
관한 조그마한 팁들이 곳곳에 나와 있으니 참고해주세요!"
2017-03-26,"가슴운동루틴│대학생활브이로그│썸머슈레딩 ep10가슴운동 루틴을 담은 영상이에요!
역시나 가슴운동은.... 벤치프레스가 가장 큰 비중을 차지하겠죠?!
벤치프레스 위주의 운동을 진행해주시면 좋을 거예요.
시간이 여유 있으신 분들은 벤치프레스 외의 보조운동 추가로 조금 더 진행해주시면 좋구요!
항상 포기하지 마시고 화이팅 하시길 바랍니다!!"
2017-03-28,"정말 면접 처음이었는데... 너무 당황했네요│데드리프트, 브이로그│썸머슈레딩 ep11제가 살면서.... 면접이란 걸 본적이 거의 없어요...
경희대 입학할 때에도 정시 성적만 제출하고 입학을 했거든요....
ㅎㅎ 좋은 기회라 생각하고 다음 면접때는 실수했던 것들 잘 보완해서 임해야겠어요! 이렇게 올리고 떨어지면 그것도 창피한건데....
붙었다고 올리고, 안 붙었다고 안 올리고 하는 건... 노잼인 것 같아서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저도 똥줄타면서 영상 업로드 합니다"
2017-03-30,"새로운 것을 배워보다│하체 & 어깨 운동│썸머슈레딩 ep11새로운 것을 배우는 것은 항상 즐거운 일인 것 같아요 ㅎㅎㅎ
인포그래픽스에 대해 맛보기를 해봤는데
이렇게 듣고 나니 뭔가 또 시도해보고 싶은 생각이
물씬 드네요!
운동도 열심히, 일상생활도 열심히 하시는 여러분들이 되시기를 바랄게요!"
2017-04-01,"유도 동아리 훈련│여성 게스트 두 분(일상, 브이로그)│썸머슈레딩 ep12유도 훈련 영상과 함께
중학교 동창 2명과의 영상을 담아봤어요!
즐겁게 시청부탁드리고, 좋아요 & 구독 눌러주시면 감사드립니다 ㅎㅎ
 - "
2017-04-03,"데드리프트 170kg 2회│대학생활, 브이로그│썸머슈레딩 ep13평범한 대학생의 데드리프트 영상입니다!
저는 현재 서울에 있는 경희대학교에 재학중이고
2017년 7월까지 썸머슈레딩이라는 에피소드로
영상을 업로드하고 있습니다! ㅎㅎㅎ
즐겁게 봐주시고, 좋아요 & 구독 버튼 까지 눌러주시면 정말 감사드립니다!"
2017-04-06,"경희대 놀러온 친구│데드리프트 꿀팁(하체&어깨)│썸머슈레딩 ep14안녕하세요 입니다
오늘은 하체운동과 어깨 운동을 진행했어요 ㅎㅎ 
중간에는 데드리프트에 대해 제게 물어봐주신 분이 계셔서
조금의 팁!?을 드렸습니다 ㅎㅎㅎ 구독자여러분께도 도움이 되기를 바랍니다



the chainsmokers - don't let me down(remix)
benji lewis - why (fransis derelle remix)"
2017-04-09,"힘들고 지칠 땐 다음에│벤치프레스, 브이로그, 대학생활│썸머슈레딩 ep15안녕하세요 입니다 ㅎㅎ
이번에는 벤치프레스 영상과 함께 찾아왔습니다!
즐겁게 편안한 마음으로 시청 부탁드려요!!!
 -"
2017-04-11,"경희대학교 벚꽃놀이(대학생활)│유도 훈련 영상, 브이로그│썸머슈레딩 ep16안녕하세요 입니다! ㅎㅎㅎ
학교에서 중간고사 볼 때 쯤이면 항상... 찾아오는
벚꽃의 시간이 찾아왔어요.
보통... 중간고사 공부도 잠시 내려놓고 꽃을 보러 나오곤 해요 ㅎㅎ
여러분도 아주 바쁜 일이 있더라도, 잠시 꽃 보러 갔다와보세요. 생각이 정리되고, 동시에 기분도 한결 나아집니다!(술은 .... 비추.... ^^)
유도 훈련 영상도 함께 담았으니, 운동영상도 함께 즐겨주시고
다음 영상에서는 데드리프트!로 찾아올게요:d 항상 화이팅하시길!

유튜버 -  올림"
2017-04-12,"평범한 대학생의 데드리프트 180kg +  3대중량 무게는?중간고사 기간입니다.... ㅎㅎㅎ
따로 일상 영상을 편집할 수가 없어서
최근에 진행한 데드리프트 영상과 함께
저의 프로필을 영상에 담아봤어요!
편안한 마음으로 시청해주시면 감사드려요! ㅎㅎㅎ

 - 올림"
2017-04-14,"대학생의 하루.... 중간고사 기간│하체, 어깨 운동│썸머슈레딩 ep17안녕하세요 입니다!(대학생 일상(브이로그)로 찾아왔어요!
중간고사 기간인데.... 공부가 잘 안돼서 편집을.... 하고 말았습니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
 즐겁게! 재밌게 시청해주셨으면 좋겠어요 ㅎㅎ
오늘도 모두 고생하셨고, 주말 즐겁게! 보내시길 바래요:d

 올림"
2017-04-18,"몸무게 75kg, 벤치프레스 115kg 드디어!!!!안녕하세요 입니다!
벤치프레스 신기록에 도전해봤어요. 115kg!
성공했을까요...?!?ㅎㅎ

일상과 함께 열심히 영상편집해봤습니다. 편안한 마음으로 시청부탁드려요!!

스트렝스 훈련 모두 홧팅하세요!

 올림"
2017-04-20,"대학생 시험기간│일상, 데드리프트, 브이로그│썸머슈레딩 ep19안녕하세요 입니다!
중간고사기간이네요 ㅜㅜ! 
끝나고 나면 정말 별 것 아닌 시험기간이지만... 
이 기간동안에는 괜히 신경쓸 게 많아서
오히려 공부도 안 되고 걱정은 많고... ^^
그럴땐 역시 운동!이죠
해야될 일이 잘 안풀리거나, 답답할 때는 운동하러 가보세요. 훨씬 기분이 나아집니다

오늘도 이렇게 시청해주셔서 정말 감사드리고, 다음 영상에서 또 즐거운 모습을 만나요!

유튜버   올림"
2017-04-25,", 서울시 유도대회 출전│경희대학교│썸머슈레딩 ep20다시 한번 출전한 유도대회 영상입니다!
응원나와준 경희대학교 부원들에게 너무나도 감사하고,
경기장에서 만난 구독자님들도 정말 감사해요!

중간고사와 유도대회 모두 끝나버렸네요.
하루 쉬고, 다시 운동 제대로! 시작하겠습니다ㅎㅎ

다음 영상에서 또 즐거운 모습으로 찾아 뵐게요!

 올림"
2017-04-28,"대학교 중간고사 끝│데드리프트, 일상, 브이로그│썸머슈레딩 ep21안녕하세요 입니다.
중간고사가 끝이 났네요!
그리고 벌써 썸머슈레딩 에피소드 21편이에요 ㅎㅎ
5월이 되면 슬슬 먹는 것을 줄이고 다이어트에 본격 돌입하려 합니다. 너무 극단적인 식단은 안 할 예정이에요 ㅎㅎㅎ

이번 영상에서는 데드리프트와 등운동을 함께 담았어요!

편안한 마음으로 시청 부탁드려요!ㅎㅎ

 -  올림"
2017-04-29,"경희대학교 유도부 활약(2017), 편집 - 경희대학교 서울캠퍼스 유도동아리
2017년 서울시회장기유도대회 유도경기 활약상!"
2017-04-30,"평범한 대학생의 100kg 벤치프레스 도전! 몇개?유튜버  : 경희대학교(서울) 재학중(4학년)
체중 : 76kg
3대중량
벤치프레스 : 115kg
스쿼트 : 160kg
데드리프트 : 200kg
밀리터리프레스(ohp) : 75kg"
2017-05-02,"의 댓글읽기│썸머슈레딩 번외편오늘은 댓글!들을 읽어봤어요 ㅎㅎ
운동에 관한 것도 있고,  제 개인적인 것도 있고, 
여러분들이 해준 칭찬 댓글도 있었습니다 ㅎㅎㅎ
항상 댓글 남겨주셔서 정말 감사해요! 

이번 영상에서 못읽은 댓글들은 다음에 기회를 갖고 꼭 읽도록 할게요!

즐거운 연휴 보내시길 바라며!

 올림"
2017-05-03,"대학생의 평범한 하루... │브이로그, 일상, 대학생활│썸머슈레딩 ep23안녕하세요 입니다!
정신없이 보내다보니.... 밀려있던 영상들이 있어서
편집을 해봤어요! 운동영상은 다음 영상에서 올릴게요!!!!

즐겁게 시청부탁드리고, 좋아요 & 구독 꼭 눌러주세요 ㅎㅎㅎ"
2017-05-05,"오늘을 즐겁게...│대학생활, 브이로그, 데드리프트│썸머슈레딩 ep24하루하루 즐겁게 보내다보면
그리고 그 안에서 행복을 느낀다면
내일은 분명 더 나아질 거예요.
모두 포기하지 말고 즐겁게 화이팅 해봐요!

 올림"
2017-05-07,"물 흐르듯이 자연스럽게 다이어트│벤치프레스, 대학생활, 브이로그│썸머슈레딩 ep25안녕하세요 입니다!
항상 즐겁게 긍정적으로 임하시다보면
모든 일이 잘 될 거예요!
모두 화이팅하세요!

벤치프레스 하기 전에는 꼭 어깨 잘 풀어주시구요! ㅎㅎ

다이어트 화이팅
 올림"
2017-05-09,"간단한 맨몸 운동│일상, 대박이, 브이로그│썸머슈레딩 ep26안녕하세요 입니다! 간단한 맨몸운동(홈트) 영상과 함께
브이로그 영상을 가져왔어요 ㅎㅎ
편안한 마음으로 시청 부탁드리고
좋아요와 댓글 남겨주시면 감사드립니다!
한 주 마무리 잘하시구요!!!

 올림."
2017-05-14,"아직은..│어깨운동, 대학생활, 브이로그│썸머슈레딩 ep27어깨 운동에 관한 영상입니다!

항상 몸 건강 챙기세요!!

유튜버  올림."
2017-05-16,"일반인 운동법! 할 수 있다유튜버 : 

일반인 운동방향 설정에 대하여."
2017-05-17,"아플 때는 운동을 쉬어야...의 썸머슈레딩 에피소드 28편!
몸살기운이 싹 가시고, 회복이 되었습니다 ㅎㅎ
다시 3대운동 천천히 하면서 스트렝스를 끌어올리려고 해요
여러분도 함께! 부상조심히 운동해요 :d

 올림"
2017-05-19,"경희대학교 개교기념일썸머슈레딩 에피소드29
좋아요 & 구독 부탁드려요 ㅎㅎ

유튜버  올림"
2017-05-21,"1인 크리에이터 교육받으러!│썸머슈레딩  ep301인 크리에이터 교육 받고 왔습니다!
그리고 맨몸운동도 조금 해줬어요 ㅎㅎ
항상 부상조심하시고 화이팅하세요!
득근!!!

유튜버  올림"
2017-05-25,"롯데월드(놀이공원) 놀러가기롯데월드에 다녀왔어요. 
월요일이었는데, 오후 수업 하나가 휴강이라
더위도 식힐겸 갔다 왔네요 ㅎㅎ
운동은 하체와 어깨를 진행했습니다!
언제나처럼 스트렝스 위주로 진행했고, 다만 보조운동을 조금 더 추가해줬어요

항상 부상조심하시고, 즐거운 운동! 생활! 하시길 바랍니다!
유튜버  올림"
2017-05-27,"tj strength, 티제이 스트렝스 선물안녕하세요 입니다.

티제이 스트렝스 태조님께서 선물을 보내주셨어요!
개봉기 즐겁게 시청 부탁드려요 ㅎㅎ
https://www.youtube.com/channel/ucm3iabjueo1nwtfekypudbg

lisences

running by dj quads https://soundcloud.com/aka incomplete
music provided (not written) by no copyright jamz.
watch: 
download/stream: http://ncs.io/incompleteid
original: https://www.youtube.com/watch?v=uaiqx...

유튜버  - "
2017-05-29,"2017년 5월 26일, 경희대학교 축제!안녕하세요 입니다!
경희대학교 축제 기간인데, 윤하가 왔어요ㅎㅎ
가장 좋아하는 가수라, 열심히 즐기다 왔습니다.
운동은 벤치프레스를 진행했고, 
시작부분에는 유도 영상도 함께 넣었어요

편안한 마음으로 시청부탁드려요! ㅎㅎ 좋아요 & 구독!!

 올림

music lisences

clouds by joakim karud http://soundcloud.com/joakimkarud
music provided by audio library https://youtu.be/yrvbtbmqvpe

song: ikson - breeze (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/nr63znh6tqo

song: ikson - new day (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/cvamusic
creative commons — attribution 3.0 unported— cc by 3.0 
http://creativecommons.org/licenses/b...
music provided by audio library https://youtu.be/azfkm9x1mp8"
2017-05-31,"3대운동 스트렝스 훈련 브이로그, 썸머슈레딩 ep34안녕하세요 입니다!
영상 즐겁게 봐주셨으면 좋겠어요 ㅎㅎ
좋아요 버튼 꼭 눌러주시구요!! 항상 화이팅!

 올림

vibe with me by joakim karud http://soundcloud.com/joakimkarud
music provided by audio library https://youtu.be/sa 3.0 
http://creativecommons.org/licenses/b...
music provided by audio library https://youtu.be/k8erxvll7wo"
2017-06-06,"서울시 유도대회 3연패(judo competition)안녕하세요 입니다!
제가 2017년 6월 4일 열린 서울시 유도대회에서 또다시 금메달을 수상했어요ㅎㅎ 
많은 분들이 알아봐주셔서 정말 즐거웠고, 부상당하지도 않아서 정말 다행이었습니다.
편안한 마음으로 시청부탁드리고, 항상 득근 하세요!

song: ikson - new day (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/cva breeze (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/nr63znh6tqo

dreams by dj quads https://soundcloud.com/akaquads
music provided by audio library https://youtu.be/f34ng3fmjyu

great days by joakim karud http://soundcloud.com/joakimkarud
music provided by audio library https://youtu.be/5lhzrunujts"
2017-06-08,"만약  다시 운동(헬스) 초기로 돌아간다면 챙겨야 할 5가지 팁안녕하세요 입니다.
오늘은 제가 운동 초기부터 했으면 좋았을 5가지에 대해 정리해봤습니다.
물론 지금은 많이 고쳐졌지만, 여전히 고관절 모빌러티 같은 경우에는 많이 부족하네요! ㅎㅎ
항상 부상조심하시고 화이팅하세요!
(혹시라도 방학 때 운동 같이 하고 싶은 분은
경희대학교(서울)로 오시면 됩니다 ^^ 인스타로 dm주세요)

great days by joakim karud http://soundcloud.com/joakimkarud
music provided by audio library https://youtu.be/5lhzrunujts
song: ikson - new day (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/cva-9jhwbfy"
2017-06-09," 다이어트 중간 점검(74kg)안녕하세요 입니다! ㅎㅎㅎ
2개월 동안의 크리에이터 강좌를 수강중인데...
초콜릿을 주제로 과제가 있었어요! 그래서 저는....
아이디어가 생각이 안나서... 가장 진부한 주제로 
짧게 영상 다뤄봤습니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

dizzy by joakim karud https://soundcloud.com/joakimkarud
music provided by audio library https://youtu.be/xsexba2n6d0"
2017-06-12,"기말고사 기간?! 등운동 깔끔하게│썸머슈레딩 ep35안녕하세요 썸머슈레딩 에피소드35편으로 찾아온 입니다.
이번 영상에서는 평소와는 다르게 루마니안 데드리프트로 훈련을 진행했어요 컨디션이 조금 좋지 않아서 그랬는데, 다음 영상에서는 원래대로 스트렝스 위주의 훈련으로 진행할 거예요 ㅎㅎ

기말고사 기간인데 모두 화이팅하세요!그리고  운동도 빼먹지 마시구요!

 on & on (feat. daniel levi) [ncs release]
https://www.youtube.com/watch?v=k4dybug242c&index=9&list=llfa0g8d8hyuhvdih6xqcog&index=10
https://soundcloud.com/geoxor_official"
2017-06-16,"일주일에 몇 번 운동하세요?!(운동루틴)안녕하세요 입니다!
이번 영상은 저의 운동패턴에 관한 것을 다뤄봤어요
너무 전반적인 내용이라, 실질적으로 적용하기에 무리가
조금 있겠지만, 아마 전체적인 그림을 그리는 데에는 도움이
되실 거예요! 항상 부상조심하시고 즐겁게 운동해요!

song: ikson - balloon (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/5atquhchh88"
2017-06-18,"우리 함께 운동하러 가요!(3대 운동)스크린야구에 도전해봤어요 ㅎㅎ 처음이었는데, 익숙해지니까 어떻게 하는지 느낌이 오더라구요. 
여러분도 하는 일이 잘 안풀릴 때! 바로 포기하지 마시고, 조금 시간을 갖고 천천히 다시 도전해보세요. 아마 익숙해지면, 아주 쉽게 해내실 수 있을 거예요.

언제나 그렇듯 우리는 할 수 있습니다.

 올림
o

cool by tobu https://soundcloud.com/7obu
creative commons — attribution 3.0 unported— cc by 3.0 
http://creativecommons.org/licenses/b...
music provided by audio library https://youtu.be/lbmrahehdgm"
2017-06-21,"운동 왜 하는거야?  thank you (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/o4rybjthneo

song: wonki - mango (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/6pfodmuffdg"
2017-06-21,"경희대학교 기말고사 브이로그시험기간이라는 것... 괜히 공부를 더 안 하게 되는데
스트레스는 더 받는... 그런 극한의 상황인 것 같아요 ㅋㅋㅋ

그러나! 저는 즐겁게! 적당히 공부하며 보냈습니다.
여러분도 너무 스트레스 받지 마시고 즐겁게 마무리 하셨으면 좋겠네요! ㅎㅎ 항상 부상 조시하시고 운동 홧팅하세요!

 x (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/le waves (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/vmghj_civum

song: vinil - my feelings for you (ft. leah mccrae) (브이로그 no copyright music)
music provided by 브이로그 no copyright music.
video link: https://youtu.be/wv6vdehxtc8"
2017-06-23,"스쿼트(하체) & 어깨(밀리터리 프레스) 조합 훈련 썸머슈레딩 에피소드
스쿼트 & 어깨 운동
 rain check
music provided by no copyright jamz
https://soundcloud.com/eventide_music"
